image_path,class_name,label
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\26 (47).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\32 (3).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2123.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem824.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\30 (49).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\32 (43).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2380.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem537.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\27 (36).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2344.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\29 (23).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1860.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1274.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1416.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\26 (66).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\29 (56).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1740.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem14.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem392.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem567.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem397.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem837.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1403.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\32 (90).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\29 (44).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1575.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\32 (21).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1781.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2032.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem841.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1499.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\30 (20).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem218.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\30 (77).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem489.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1518.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem696.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1791.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem61.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2093.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1610.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\ModerateDemented\moderateDem6.jpg,ModerateDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\30 (11).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem924.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem216.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2027.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem816.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1034.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\31 (58).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1467.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2061.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem110.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\ModerateDemented\moderateDem29.jpg,ModerateDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\27 (43).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\27 (16).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\28 (45).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem615.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem801.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1731.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1101.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\31 (21).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem81.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2197.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1987.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem11.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem37.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\31 (13).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2538.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1351.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2241.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1220.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem23.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem254.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\26.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1636.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1305.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem413.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\29 (73).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem122.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem889.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem542.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem132.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1422.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\ModerateDemented\moderateDem51.jpg,ModerateDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem800.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem634.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem308.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\31 (5).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem553.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem25.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\29 (13).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem941.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem576.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem123.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem557.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem44.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1542.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\ModerateDemented\moderateDem2.jpg,ModerateDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem299.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1480.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem394.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1045.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\32 (38).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1568.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\30 (92).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2301.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem717.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\29 (83).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem998.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2313.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem233.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem264.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\30 (61).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem185.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\26 (86).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1440.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2253.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem317.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1582.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1896.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem620.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem636.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem394.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\32 (8).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem710.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\29 (20).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem386.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem457.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1525.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem483.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\28 (5).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1061.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem669.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem507.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1134.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2190.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem253.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1573.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\27 (72).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1545.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1106.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1266.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1075.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem622.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1595.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem465.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem433.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem86.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1549.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem432.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem724.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem291.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\30 (65).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem119.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem241.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1187.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2464.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\28 (56).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1068.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem589.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem259.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\mildDem489.jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem706.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1312.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1562.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\27 (86).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1156.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem2072.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\30 (44).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem700.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\28 (50).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem80.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1412.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem780.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1340.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\27 (63).jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem522.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\32 (2).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1090.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem829.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1827.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem389.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\nonDem1684.jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\MildDemented\27 (25).jpg,MildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem107.jpg,VeryMildDemented,1
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\32 (38).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\31 (88).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\NonDemented\28 (14).jpg,NonDemented,0
C:\Users\HP\OneDrive\Documents\GitHub\MAJOR-PROJECT\archive\OriginalDataset\VeryMildDemented\verymildDem1511.jpg,VeryMildDemented,1
